monthly_charges,total_charges,contract_type,tenure,tech_support,churn
26.26,1864.46,month-to-month,6,no,no
106.35,4892.1,two year,6,no,no
85.23,5113.8,month-to-month,34,,no
74.65,4926.9,month-to-month,57,no,no
76.95,5078.7,one year,5,no,no
22.44,785.4,two year,20,yes,no
53.16,3561.72,month-to-month,43,yes,no
105.88,1588.2,two year,9,no,yes
27.41,685.25,month-to-month,15,no,no
85.37,341.48,month-to-month,35,no,no
66.98,4755.58,two year,24,yes,yes
59.95,2877.6,month-to-month,1,no,no
45.28,2490.4,two year,68,no,no
53.42,2350.48,month-to-month,58,yes,yes
39.84,1872.48,two year,70,yes,no
30.9,154.5,two year,37,yes,no
111.94,1119.4,two year,57,yes,yes
106.81,6835.84,month-to-month,19,no,no
56.37,1071.03,two year,53,yes,yes
81.42,2605.44,one year,32,,yes
60.27,3134.04,month-to-month,39,yes,no
100.57,1206.84,month-to-month,65,yes,no
84.08,840.8,one year,24,no,no
43.09,1895.96,one year,42,yes,yes
61.96,681.56,month-to-month,33,yes,no
103.49,1552.35,month-to-month,39,no,no
42.75,2778.75,month-to-month,66,,no
112.99,5536.51,month-to-month,67,no,no
91.44,274.32,one year,28,yes,no
101.91,1936.29,two year,8,no,no
112.61,7432.26,month-to-month,48,no,no
33.38,2369.98,,7,,no
24.84,1540.08,one year,34,no,no
21.91,394.38,month-to-month,9,no,yes
61.74,4198.32,month-to-month,31,,yes
30.69,306.9,month-to-month,52,no,no
70.06,630.54,month-to-month,52,no,no
61.47,2212.92,month-to-month,16,no,no
55.78,3737.26,two year,63,,yes
65.57,3606.35,one year,5,yes,yes
54.22,1192.84,one year,49,yes,no
61.08,1893.48,one year,63,no,no
49.99,199.96,month-to-month,39,yes,no
99.1,4756.8,month-to-month,66,yes,yes
116.99,3509.7,two year,67,,yes
86.59,3290.42,one year,69,no,no
45.97,597.61,month-to-month,18,,no
110.58,4312.62,two year,32,no,no
106.39,1383.07,month-to-month,66,no,yes
87.42,,month-to-month,24,yes,no
63.18,1516.32,month-to-month,22,no,no
55.72,3287.48,month-to-month,3,no,no
67.38,67.38,month-to-month,1,yes,no
20.53,1088.09,one year,20,yes,no
59.83,1376.09,two year,27,yes,no
68.01,2856.42,two year,68,,no
88.15,5729.75,month-to-month,2,no,no
23.97,1582.02,month-to-month,34,,yes
70.85,1558.7,one year,41,yes,no
32.29,548.93,one year,22,,no
57.3,3438,month-to-month,72,yes,yes
35.48,2199.76,two year,70,no,no
25.14,1307.28,month-to-month,68,no,no
81.96,4261.92,month-to-month,70,no,yes
51.3,2308.5,month-to-month,6,no,no
91.44,,one year,63,yes,no
113.68,341.04,one year,53,yes,no
20.64,1465.44,one year,71,yes,no
61.41,921.15,two year,30,yes,yes
78.82,4177.46,month-to-month,17,,no
75.99,1367.82,month-to-month,16,,no
25.66,1283,one year,22,yes,no
37.4,1982.2,two year,42,yes,no
48.67,1606.11,two year,49,yes,yes
91.47,2012.34,,10,no,no
55.14,3528.96,one year,48,no,no
89.72,448.6,one year,7,no,no
98.86,1384.04,month-to-month,30,no,no
,913.36,one year,49,no,yes
74.41,1711.43,two year,52,yes,no
100.32,2307.36,month-to-month,15,yes,no
59.6,4112.4,two year,43,,no
41.4,2235.6,month-to-month,33,yes,no
33.09,1952.31,one year,21,yes,no
113.26,113.26,one year,47,no,no
87.11,3832.84,one year,24,no,no
76.22,5030.52,two year,23,,no
112.01,6272.56,two year,14,yes,no
38.48,2231.84,two year,68,no,no
20.98,251.76,one year,17,no,yes
99.97,3099.07,two year,18,no,no
89.46,1699.74,one year,4,no,yes
109.53,657.18,one year,25,,no
87.68,,month-to-month,31,no,no
102.18,6743.88,month-to-month,22,no,no
87.36,2096.64,two year,4,no,no
80.56,725.04,one year,3,no,no
43.36,3078.56,month-to-month,10,no,no
87.31,1746.2,month-to-month,26,no,no
30.38,2065.84,one year,65,yes,yes
65.63,4659.73,two year,18,no,yes
109,1526,month-to-month,65,no,no
82.33,987.96,one year,35,no,no
67.99,2991.56,month-to-month,8,no,no
87.92,87.92,one year,18,yes,no
116.5,2213.5,two year,8,yes,no
49.46,1928.94,month-to-month,23,yes,no
110.61,3760.74,month-to-month,26,yes,no
30.45,548.1,two year,54,no,no
37.64,37.64,month-to-month,66,yes,no
87.08,2699.48,month-to-month,55,yes,no
52.21,3706.91,month-to-month,39,yes,no
44.86,448.6,two year,56,no,no
65.4,3793.2,one year,16,,no
114.67,4013.45,month-to-month,70,yes,no
53.22,745.08,month-to-month,25,no,no
41.91,586.74,month-to-month,23,yes,no
104.25,4691.25,one year,13,no,no
78.22,1016.86,two year,30,no,no
112.25,3030.75,two year,71,yes,no
61.74,1666.98,,9,no,yes
55.47,3161.79,one year,64,yes,no
62.9,2075.7,one year,61,yes,no
81.71,3431.82,month-to-month,3,no,no
92.53,555.18,one year,62,no,no
40.05,2242.8,two year,38,,no
33.94,203.64,one year,3,no,no
40.02,640.32,one year,64,no,yes
63.87,3257.37,,7,yes,no
72.55,1668.65,month-to-month,65,no,yes
30.68,2178.28,one year,15,no,no
59.7,2447.7,two year,55,yes,no
67.66,3315.34,two year,39,no,no
105.65,3909.05,month-to-month,63,,no
71.94,1510.74,two year,70,yes,no
56.01,2520.45,month-to-month,71,,no
87.13,3833.72,two year,26,yes,no
21.84,480.48,month-to-month,1,yes,yes
61.88,1175.72,month-to-month,15,yes,yes
113.37,4308.06,month-to-month,68,yes,no
32.32,1874.56,one year,43,no,yes
87.52,3063.2,two year,64,no,no
59.38,534.42,month-to-month,17,no,no
100.83,6755.61,month-to-month,32,,yes
90.72,1451.52,month-to-month,65,no,no
110,4400,two year,47,,no
116.21,6507.76,month-to-month,10,no,yes
61.66,3267.98,one year,64,no,no
21.15,1057.5,month-to-month,33,no,no
119.83,5751.84,one year,6,,no
27.05,1406.6,one year,68,,no
27.59,1876.12,two year,47,yes,yes
94.9,4270.5,two year,67,no,yes
93.26,4103.44,one year,54,no,no
36.37,363.7,month-to-month,56,,no
80.67,5566.23,two year,43,yes,no
67.11,2483.07,month-to-month,13,yes,yes
74.46,2457.18,month-to-month,29,yes,yes
117.09,4215.24,month-to-month,47,yes,no
90.72,1542.24,one year,71,no,yes
23.53,517.66,month-to-month,30,yes,no
22.22,666.6,month-to-month,35,yes,no
111.02,4218.76,,27,yes,no
85.03,4591.62,two year,70,no,no
83.39,,two year,6,no,no
53.58,2732.58,one year,39,yes,no
90.93,3728.13,month-to-month,40,no,no
57.78,1848.96,two year,25,no,no
29.19,817.32,month-to-month,6,,no
52.79,3536.93,month-to-month,30,yes,yes
55.31,2323.02,one year,60,no,no
103.56,6731.4,month-to-month,50,no,no
35.68,1498.56,month-to-month,55,no,no
23.3,1444.6,two year,3,no,no
98.96,4255.28,month-to-month,5,yes,no
56.57,2319.37,one year,1,yes,no
94.16,6026.24,month-to-month,32,no,yes
93.28,5503.52,two year,72,,yes
35.63,1460.83,month-to-month,22,no,no
114.11,3195.08,month-to-month,58,,yes
100.9,1715.3,two year,44,no,no
,821.88,month-to-month,41,no,no
39.7,2143.8,two year,51,yes,yes
53.14,3666.66,one year,45,yes,no
52.7,1844.5,month-to-month,16,yes,no
36.28,326.52,two year,34,yes,no
116.96,584.8,one year,63,no,no
43.81,788.58,month-to-month,51,no,no
112.82,4399.98,month-to-month,8,no,yes
45.96,,two year,36,no,no
59.09,1477.25,month-to-month,4,yes,no
112.08,3250.32,two year,43,no,no
50.29,1056.09,month-to-month,59,yes,no
74.03,888.36,,16,,no
26.72,267.2,one year,51,yes,no
98.49,5515.44,month-to-month,67,,no
86.2,4310,one year,50,yes,no
54.16,216.64,one year,47,no,no
116.35,6864.65,month-to-month,17,no,yes
75.47,2565.98,,26,yes,no
28.17,507.06,month-to-month,18,yes,no
119.03,2737.69,one year,71,,no
80.38,,two year,52,yes,yes
38.68,1972.68,one year,39,no,yes
52.52,1890.72,month-to-month,9,yes,no
49.71,894.78,two year,35,yes,yes
103.7,4044.3,two year,38,,no
32.65,1240.7,month-to-month,70,no,yes
103.91,3325.12,two year,66,no,no
117.65,6706.05,month-to-month,72,no,no
112.62,2027.16,month-to-month,36,no,no
100.24,6114.64,month-to-month,35,no,no
22.62,203.58,month-to-month,20,no,yes
23.52,1575.84,month-to-month,71,,no
73.53,4044.15,one year,48,yes,no
117.42,6927.78,one year,4,yes,no
90.45,5517.45,one year,8,yes,yes
76.54,2219.66,two year,34,yes,no
68.38,2324.92,month-to-month,70,,no
65.04,1821.12,two year,49,,yes
89.7,5920.2,month-to-month,40,no,no
59.17,1834.27,month-to-month,56,no,no
102.76,5754.56,month-to-month,29,yes,yes
91.33,730.64,month-to-month,45,no,yes
79.9,1278.4,,30,no,no
43.46,2390.3,two year,21,yes,no
110.24,2204.8,one year,45,,yes
109.52,2299.92,month-to-month,46,,no
69.84,3072.96,two year,3,yes,no
57.13,457.04,month-to-month,30,no,no
114.47,4578.8,two year,70,yes,yes
81.51,1385.67,one year,55,no,yes
101.04,6668.64,two year,30,yes,yes
58.45,3799.25,month-to-month,60,yes,no
55.66,890.56,one year,49,no,no
89.74,179.48,month-to-month,19,yes,no
20.78,727.3,one year,41,no,no
92.79,927.9,one year,72,no,no
21.92,1337.12,two year,42,yes,no
95.98,671.86,one year,13,yes,no
54.88,3567.2,two year,51,yes,no
22.09,684.79,two year,67,no,no
75.42,3544.74,month-to-month,55,yes,yes
32.19,386.28,month-to-month,2,no,no
41.91,1341.12,one year,69,yes,yes
44.22,2918.52,two year,2,yes,no
78.34,3368.62,,63,yes,no
75.53,2190.37,two year,21,no,no
100.8,6753.6,two year,21,yes,yes
31.1,901.9,month-to-month,65,yes,no
115.67,2891.75,one year,43,,no
98.74,1876.06,one year,14,yes,no
61.72,,month-to-month,58,yes,no
98.84,3360.56,one year,13,,no
55.47,2773.5,month-to-month,42,,no
51.44,2366.24,two year,24,yes,no
79.43,4368.65,month-to-month,62,no,no
115.9,7881.2,month-to-month,49,,no
107.24,1501.36,month-to-month,66,yes,no
106.99,855.92,one year,57,no,no
103.78,3528.52,one year,47,yes,no
97,5432,month-to-month,8,no,no
73.64,1178.24,one year,57,yes,no
85.41,85.41,two year,1,yes,no
97.09,582.54,one year,47,yes,yes
113.15,,month-to-month,71,no,no
52.62,3157.2,two year,51,yes,no
57.8,751.4,month-to-month,62,no,no
114.49,3205.72,month-to-month,13,yes,yes
55.07,3028.85,month-to-month,23,yes,no
,2821.7,two year,68,no,no
61.8,618,two year,17,no,no
31.82,1972.84,one year,1,,yes
75.42,3318.48,month-to-month,11,no,no
31.19,842.13,one year,18,no,yes
49.76,2736.8,month-to-month,8,,no
106.1,2758.6,two year,10,yes,no
107.45,4835.25,month-to-month,5,no,no
44.56,2406.24,month-to-month,51,no,yes
,531.84,one year,55,yes,yes
97.96,1469.4,month-to-month,22,yes,yes
55.24,3093.44,month-to-month,55,yes,yes
89.41,1877.61,,64,no,no
65.69,4072.78,month-to-month,13,yes,no
62.44,,month-to-month,11,yes,yes
38.89,972.25,two year,63,no,no
43.3,1991.8,one year,63,yes,no
96.86,774.88,two year,32,yes,yes
113.91,1594.74,one year,14,yes,yes
41.47,373.23,month-to-month,12,no,yes
21.97,329.55,one year,38,no,no
87.75,1667.25,month-to-month,66,no,no
25.18,50.36,month-to-month,46,,yes
,262.65,one year,19,no,no
47.33,1372.57,one year,71,,no
86.89,1998.47,one year,60,yes,no
63.17,2210.95,two year,40,no,yes
58.71,2230.98,month-to-month,5,no,no
85.02,85.02,two year,42,no,yes
77.81,1945.25,two year,57,yes,yes
45.95,1194.7,two year,44,yes,no
61.11,3605.49,two year,64,no,yes
91.7,,month-to-month,72,no,no
45.41,1634.76,month-to-month,21,yes,no
64.85,1945.5,month-to-month,58,yes,no
117.14,1288.54,month-to-month,47,yes,yes
104.8,2200.8,two year,37,,no
41.05,1108.35,,61,no,yes
55.82,3460.84,month-to-month,43,yes,no
105.15,3890.55,month-to-month,49,no,no
98.4,3640.8,two year,9,no,no
68.67,1922.76,one year,44,yes,no
28.51,2024.21,one year,67,yes,yes
84.05,1849.1,two year,2,yes,no
97.25,5348.75,month-to-month,3,,no
108.66,5976.3,month-to-month,35,no,no
58.94,3064.88,one year,48,no,no
60.27,4098.36,month-to-month,63,yes,no
38.81,1785.26,month-to-month,70,no,yes
,8284.99,one year,7,no,no
54.7,3391.4,month-to-month,33,yes,no
30.75,1260.75,month-to-month,70,no,no
53.09,159.27,month-to-month,31,no,yes
34.29,2228.85,one year,56,no,no
71.22,,month-to-month,50,yes,no
87.85,2108.4,two year,71,,yes
119.86,1558.18,month-to-month,49,no,no
27.12,1735.68,one year,33,yes,no
114.57,1718.55,month-to-month,41,no,no
28.97,2056.87,month-to-month,32,,yes
116.66,3266.48,one year,39,yes,no
43.56,1655.28,two year,39,yes,no
105.88,5399.88,one year,8,yes,no
65.78,3025.88,two year,12,yes,no
38.29,2373.98,one year,64,no,yes
58.64,1876.48,two year,72,yes,no
48.74,974.8,month-to-month,17,yes,no
111.46,5573,two year,3,no,no
23,322,month-to-month,65,yes,no
54.99,714.87,two year,67,,no
103.33,4546.52,two year,24,yes,no
54.1,3841.1,two year,62,no,no
64.04,3842.4,month-to-month,24,yes,yes
111.84,2572.32,month-to-month,10,,no
44.24,2035.04,month-to-month,21,no,no
110.29,1654.35,one year,25,yes,no
41.46,1948.62,,48,yes,yes
57.02,456.16,month-to-month,30,no,no
79.24,2297.96,month-to-month,4,yes,no
85.1,1531.8,month-to-month,53,yes,no
52.3,679.9,one year,60,,no
58.31,3731.84,month-to-month,28,no,yes
56.18,786.52,month-to-month,28,no,no
71,2201,one year,16,yes,no
69.51,1807.26,one year,4,yes,no
25.36,1699.12,month-to-month,21,yes,yes
55.06,2422.64,one year,72,,no
106.42,6810.88,month-to-month,62,yes,yes
,1252.8,one year,26,yes,no
89.65,4661.8,one year,54,no,yes
117.15,3514.5,one year,52,,no
82.47,2226.69,month-to-month,59,yes,no
104.74,1047.4,one year,27,,no
26.75,882.75,one year,7,,no
38.55,2235.9,one year,19,no,yes
101.95,6728.7,one year,19,yes,no
45.18,2891.52,month-to-month,29,no,no
34.89,1186.26,month-to-month,39,no,no
56.85,909.6,two year,29,no,no
80.78,646.24,month-to-month,37,yes,yes
100.99,4746.53,month-to-month,58,yes,no
51.91,3477.97,month-to-month,22,no,no
99.94,5096.94,two year,16,no,no
,2876.64,one year,64,no,no
44.08,2380.32,two year,47,no,no
35.2,352,month-to-month,38,yes,yes
49.83,2142.69,two year,66,,no
64.34,450.38,one year,34,yes,no
39.23,2746.1,month-to-month,63,no,no
51.42,2725.26,two year,4,yes,no
74.43,5284.53,one year,42,yes,no
113.7,6026.1,month-to-month,71,yes,no
35.06,2454.2,month-to-month,38,yes,no
105.14,3469.62,one year,34,no,no
90.97,2092.31,one year,19,yes,no
56.89,910.24,one year,16,yes,no
,5412,one year,65,yes,no
21.21,1463.49,two year,48,yes,no
114.26,7655.42,two year,42,no,no
109.75,658.5,two year,50,yes,no
116.04,5918.04,one year,37,,no
110.58,,one year,38,,yes
95.27,190.54,one year,5,no,no
83.64,3094.68,two year,8,no,no
96.63,5024.76,month-to-month,62,no,no
65.03,4422.04,one year,59,yes,no
74.67,2762.79,month-to-month,43,no,no
118.36,6983.24,month-to-month,35,no,yes
33.17,2222.39,,18,yes,no
27.32,218.56,two year,63,yes,yes
65.43,3336.93,one year,45,yes,no
73.36,4181.52,month-to-month,46,no,no
26.02,936.72,one year,29,yes,no
80.92,890.12,month-to-month,49,no,no
25.64,1102.52,month-to-month,15,no,yes
119.63,3349.64,one year,70,yes,no
93.76,3000.32,one year,66,no,no
79.08,3874.92,two year,59,no,no
57.17,3258.69,month-to-month,20,yes,no
60.52,2178.72,month-to-month,66,yes,yes
119.56,3586.8,month-to-month,42,no,no
40.17,1687.14,two year,60,no,no
96.45,6751.5,two year,70,no,no
112.7,7550.9,month-to-month,21,no,yes
96.55,2220.65,month-to-month,38,yes,no
86.15,4221.35,month-to-month,59,,yes
90.77,2450.79,one year,12,no,no
116.81,2219.39,,9,yes,no
30.19,1932.16,,67,no,yes
81.78,1717.38,one year,20,no,no
,5147.5,one year,67,no,no
59.97,3058.47,month-to-month,37,no,no
21.44,192.96,month-to-month,68,yes,no
76.75,3914.25,one year,56,,no
86.4,6048,one year,24,yes,no
118.59,7115.4,two year,4,no,yes
72.07,,one year,46,no,no
46.43,2182.21,two year,5,,no
113.95,2279,month-to-month,18,yes,yes
29.68,1780.8,one year,63,no,no
32.58,1889.64,month-to-month,11,no,no
33.64,2321.16,,4,yes,no
98.07,6374.55,month-to-month,46,yes,no
32.66,653.2,two year,39,no,yes
37.74,981.24,month-to-month,25,yes,yes
89.62,2150.88,month-to-month,63,,no
32.04,1634.04,one year,26,no,no
104.14,2082.8,month-to-month,26,yes,no
118.66,1305.26,one year,69,,no
82.48,5196.24,month-to-month,63,yes,yes
32.38,712.36,month-to-month,18,yes,yes
68.3,2322.2,two year,34,no,no
98.97,1781.46,one year,11,no,yes
99.44,596.64,two year,13,no,yes
115.34,1268.74,one year,17,no,yes
77.43,77.43,two year,27,yes,no
50.42,,month-to-month,34,no,yes
61.23,183.69,month-to-month,24,yes,yes
76.01,2356.31,month-to-month,13,no,no
26.22,1468.32,two year,14,yes,no
39.07,1640.94,two year,70,no,yes
49.8,1444.2,month-to-month,23,yes,no
97.11,5729.49,month-to-month,21,no,no
87.34,6026.46,one year,13,yes,no
51.18,767.7,month-to-month,68,yes,no
,2868.75,two year,27,yes,yes
25.77,541.17,one year,69,yes,yes
77.69,3806.81,two year,22,no,no
70.46,2747.94,one year,27,yes,yes
20.68,1240.8,one year,70,,no
,5730,two year,35,yes,no
56.33,3098.15,two year,64,yes,no
67.68,4466.88,one year,40,yes,no
28.42,596.82,month-to-month,50,yes,yes
102.6,3488.4,two year,13,yes,yes
44.27,1859.34,one year,48,no,no
55.06,,month-to-month,5,yes,no
21.6,302.4,one year,19,,no
22.57,1151.07,two year,36,yes,no
42.99,300.93,two year,30,yes,no
52.45,1835.75,month-to-month,61,no,yes
79.79,2872.44,two year,29,no,no
108.09,1945.62,month-to-month,45,,no
32.15,64.3,month-to-month,6,no,no
119.96,4078.64,one year,5,yes,no
71.73,71.73,month-to-month,36,no,yes
117.11,5738.39,two year,34,no,yes
100.4,6425.6,two year,23,yes,yes
29.15,612.15,month-to-month,22,yes,no
22.47,359.52,two year,43,,no
115.04,3106.08,one year,16,no,no
35.48,957.96,two year,41,yes,no
78.57,3692.79,month-to-month,4,no,yes
25.34,,month-to-month,28,yes,yes
117.97,2477.37,month-to-month,24,no,yes
101.29,6381.27,one year,12,no,no
89.34,1161.42,month-to-month,57,yes,yes
25.23,1261.5,month-to-month,32,yes,yes
80.32,1365.44,two year,38,yes,no
75.44,528.08,one year,41,no,yes
83.78,3518.76,one year,10,,no
101.57,3047.1,two year,58,no,no
76.51,5202.68,one year,54,,no
68.15,4225.3,one year,42,,no
36.63,2051.28,one year,21,no,yes
113.35,453.4,month-to-month,47,no,yes
97.29,1556.64,two year,12,no,no
63.03,2395.14,two year,36,no,no
86.35,5612.75,month-to-month,65,yes,no
95.49,954.9,one year,57,no,no
104.61,3033.69,month-to-month,11,yes,yes
86.64,5111.76,month-to-month,55,no,no
80.43,4504.08,one year,38,no,no
92.6,92.6,month-to-month,57,yes,no
59.43,2971.5,one year,71,yes,yes
28.28,1583.68,one year,39,no,no
23.28,791.52,,68,no,no
65,1105,month-to-month,31,yes,no
91.85,3214.75,one year,54,no,no
44.78,2686.8,one year,62,yes,no
111.09,5998.86,one year,37,yes,no
39.13,1369.55,month-to-month,1,yes,no
47.69,1478.39,month-to-month,9,no,yes
82.25,2961,two year,2,no,yes
116.85,1869.6,one year,1,no,yes
83.23,3079.51,two year,24,,yes
32.19,1609.5,one year,29,no,no
102.82,3393.06,one year,21,yes,yes
69.65,348.25,month-to-month,43,no,no
56.31,2871.81,one year,27,yes,no
109.86,4284.54,two year,17,no,yes
46.6,2376.6,two year,63,yes,yes
32.61,1630.5,month-to-month,37,yes,no
60.72,728.64,month-to-month,44,yes,yes
96.24,577.44,two year,38,,no
48.92,,one year,27,yes,no
79.09,1028.17,one year,2,,no
30.47,1035.98,one year,2,yes,no
102.16,,one year,50,,yes
40.41,2060.91,two year,28,no,no
72.96,2918.4,month-to-month,52,,no
104.65,6279,month-to-month,40,no,no
75.35,3993.55,month-to-month,60,no,yes
97.4,6720.6,two year,71,yes,no
51.17,3274.88,two year,38,no,no
81.94,81.94,month-to-month,21,yes,no
109.41,4814.04,month-to-month,16,yes,no
35.85,2366.1,month-to-month,62,no,no
116.99,233.98,month-to-month,6,no,no
67.71,4130.31,two year,12,yes,no
53.52,2194.32,one year,9,yes,no
38.53,2157.68,month-to-month,47,yes,no
73.84,3027.44,two year,24,no,no
51.44,771.6,two year,69,yes,yes
83.33,5666.44,month-to-month,54,no,no
87.23,3489.2,one year,13,yes,no
104.59,5020.32,two year,18,no,no
,1881,one year,57,no,yes
78.78,1339.26,one year,24,no,no
65.14,4103.82,two year,49,,yes
21.28,297.92,month-to-month,67,yes,no
111.9,6937.8,one year,5,yes,no
83.15,4822.7,one year,11,yes,no
73.4,880.8,one year,39,yes,yes
52.55,3100.45,month-to-month,58,yes,no
101.94,6829.98,month-to-month,2,no,no
40.82,693.94,month-to-month,64,yes,no
74.67,1792.08,month-to-month,52,yes,yes
116.11,5108.84,month-to-month,44,no,no
35.62,2315.3,two year,63,no,no
42.15,2107.5,month-to-month,22,yes,no
55.54,1110.8,one year,48,no,yes
81.22,649.76,month-to-month,32,no,no
32.33,1875.14,month-to-month,30,no,no
47.56,1141.44,one year,54,no,no
69.33,3535.83,month-to-month,67,no,no
48.57,3302.76,month-to-month,57,,yes
73.25,659.25,month-to-month,41,yes,no
36.17,506.38,month-to-month,40,no,yes
81.04,2674.32,one year,67,no,yes
105.95,2224.95,month-to-month,19,no,no
118,3658,two year,44,yes,no
91.6,5679.2,month-to-month,66,,no
58.39,4145.69,month-to-month,32,yes,no
71.74,1865.24,month-to-month,34,yes,yes
95.14,1236.82,one year,57,no,no
95.4,2385,one year,55,yes,no
30.41,2128.7,one year,63,yes,yes
,2002.86,month-to-month,12,no,no
27.61,193.27,two year,39,no,no
57.98,1739.4,two year,60,,no
53.81,645.72,two year,60,no,yes
45.87,1651.32,one year,14,no,no
59.78,3228.12,two year,52,no,no
54.56,2837.12,one year,33,,yes
114.93,459.72,,71,yes,yes
21.1,1287.1,month-to-month,34,yes,no
37.02,1999.08,two year,17,yes,no
63.38,1964.78,one year,71,no,yes
23.11,1109.28,two year,35,yes,no
28.43,1364.64,one year,2,no,no
88.84,5508.08,one year,40,yes,yes
26.64,1438.56,month-to-month,68,no,no
109.02,3052.56,two year,62,yes,no
48.51,2085.93,month-to-month,47,no,no
55.57,2778.5,month-to-month,14,yes,no
79.57,2864.52,one year,53,no,no
117.12,8081.28,one year,47,no,no
64.82,2268.7,one year,37,yes,no
62.78,816.14,two year,17,no,yes
61.84,432.88,month-to-month,8,yes,yes
114.2,6737.8,month-to-month,29,no,yes
107.71,3015.88,month-to-month,26,no,no
38.45,653.65,month-to-month,21,,no
85.38,512.28,two year,62,no,yes
68.39,2256.87,one year,67,,no
114.36,2401.56,month-to-month,44,no,no
37.44,599.04,month-to-month,2,,yes
93.27,4663.5,month-to-month,22,,no
105.01,2730.26,one year,51,no,yes
